latitude,longitude,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,city_encoded,state_encoded,category_encoded,funding_efficiency,investor_strength,milestone_speed,network_funding_ratio,is_top_state,log_funding
37.560781,-122.284114,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1,1,177,2,30,5000000.0,1,0.31975442859883607,0.6425948399887991,1,16.118095750958314
37.658313,-122.391032,2.5836,2.5836,2.0,2.0,5,1,3000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,188,2,34,1500000.0,1,0.3333333333333333,0.3141863326968912,1,14.914123179965662
42.360253,-71.058291,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,27,12,18,3833333.3333333335,0,1.0,0.23177847877192512,1,16.257857680289998
30.321464,-97.75501,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1,13,29,34,2500000.0,1,0.9902362703741113,0.7305958904837762,0,15.424948670398354
42.37564,-71.2358,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5.0,1,1,205,12,24,9666666.666666666,4,0.11998752129778505,0.494973096611534,1,17.182806422433504
37.441537,-122.158332,1.1863,3.4986,2.5205,4.4767,0,2,12050000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,143,2,30,4016666.6666666665,4,0.0,0.0,1,16.304575300888487
37.445586,-122.161929,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,1,143,2,1,3000000.0,5,0.3997841165770484,0.7514269616316432,1,16.300417291085605
33.5842816,-117.7306817,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,1,1,4,2,5,2750000.0,1,0.3430414050975953,1.0895713065409716,1,15.520258832020865
37.402773,-122.052551,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,191,2,30,6000000.0,2,1.0260093366849639,0.5557542553013625,1,16.993564429978885
39.103151,-94.581908,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1,1,88,17,18,3333333.3333333335,2,0.23510603282080217,0.3505062763575268,0,16.118095750958314
42.546483,-71.17366700000002,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,1,0,215,12,3,4752417.75,1,0.9090909090909091,0.5630485284142521,1,16.760458460238958
37.805289,-122.404448,3.4986,3.4986,3.0,3.0,6,1,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,0,174,2,4,2500000.0,1,0.25,0.3652979452418881,1,15.424948670398354
47.675489,-122.191667,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1,1,91,32,8,3152429.3333333335,4,0.14280206206177617,0.1126415121841212,0,16.7554434525954
27.951849,-82.456397,6.3726,6.3726,2.5205,4.4767,0,1,4000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,192,6,30,2000000.0,3,0.0,0.0,0,15.201805169084134
42.360253,-71.058291,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1,27,12,30,507720.5,1,0.7479431563201195,0.322082327035643,1,14.523981231813066
37.7831775,-122.3086191,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1,1,2,2,4,2500000.0,1,1.8181818181818181,0.24353196349459202,1,15.424948670398354
47.765758,-122.184304,1.0877,1.0877,2.5205,4.4767,5,1,20500000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,0,28,32,30,10250000.0,3,0.0,0.2803329268595646,0,16.835935492889124
40.730646,-73.986614,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,1,29,3,0,4416666.666666667,3,0.7170900485828507,0.2298915553974555,0,16.3995081858682
37.54763,-122.307887,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,177,2,27,6000000.0,0,0.12491412154144027,0.40461451780165403,1,16.300417291085605
37.790485,-122.40094,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.3333,1,1,174,2,0,2872421.75,4,0.4972774062010492,0.5215286899679814,1,16.256960495409263
37.7870923,-122.3999719,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1,174,2,34,2000000.0,1,0.7657358721731584,0.9258227613193754,1,15.201805169084134
37.3492097,-122.0326019,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,191,2,30,177500.0,2,0.8795074758135444,0.21770878235473418,1,12.779875885354993
28.098905,-82.400087,0.0,0.2466,2.4164,5.3151,10,2,118000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,1,1,192,6,34,39333.333333333336,2,0.8781173164734809,0.7887400494023872,0,11.678448377988165
37.779026,-122.40184,1.6685,9.337,7.3808,10.474,17,4,40400000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.6667,1,1,174,2,0,8080000.0,4,0.35796105383734245,0.9182071660340066,1,17.514340367683854
32.9583632,-96.8215658,1.8055,1.8055,2.5205,4.4767,1,1,3000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,56,29,30,1500000.0,1,0.0,0.06283726653937824,0,14.914123179965662
37.54827,-121.988572,2.6986,4.0027,1.0,1.0,2,2,19700000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1,0,72,2,30,6566666.666666667,4,0.5,0.11238398937912436,1,16.796129244469636
37.354469,-121.990433,9.1671,9.1973,2.5205,4.4767,0,2,17800000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,181,2,30,5933333.333333333,3,0.0,0.0,1,16.694709071442087
37.779281,-122.419236,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4.0,1,1,174,2,23,14375000.0,4,0.7334246039507138,0.6360212032122177,1,17.867295523158884
40.606061,-73.822331,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.6667,1,1,135,23,11,4300000.0,3,1.6666666666666667,0.5662379490433115,1,16.660419999923214
42.3751,-71.105616,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,0,37,12,18,57160.25,5,1.8181818181818181,0.2850412273471882,1,13.03305773423396
37.779281,-122.419236,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2.25,1,1,174,2,18,3700000.0,4,0.9049500769207565,0.6203025704353452,1,16.733281344102608
40.349274,-74.659296,2.0466,2.0466,2.5205,4.4767,2,1,12000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,0,156,20,4,6000000.0,1,0.0,0.11560414794332972,0,16.300417291085605
37.420428,-122.090769,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,125,2,26,6083333.333333333,2,0.1998920582885242,0.1693033242826862,1,16.719675692787295
40.725435,-73.997395,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,1,135,23,19,8300003.8,1,1.0345755136667425,0.7011410732807323,1,17.541204467128523
39.388156,-77.885552,5.4411,5.4411,2.5205,4.4767,1,1,1000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,89,34,30,500000.0,1,0.0,0.06749682561331947,0,13.815511557963774
34.043948,-118.468204,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,107,2,34,2500000.0,1,1.0,0.42618093611553604,1,15.424948670398354
42.350749,-83.44458900000002,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.6667,1,0,39,15,4,10675000.0,4,0.7073636556553724,0.10770227718563564,0,17.569709501618057
47.614018,-122.19655,2.526,3.1041,3.0027,9.126,5,2,22300000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.5,1,1,17,32,30,7433333.333333333,2,0.4996627276588303,0.2790163424628854,0,16.920097281273396
37.406217,-121.976473,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,1,181,2,28,3333333.3333333335,4,0.8608815426997245,0.29208856363127234,1,16.118095750958314
37.09024,-95.712891,1.1671,4.6658,2.5205,4.4767,1,3,15564591,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3.5,1,0,207,5,0,3891147.75,5,0.0,0.05694595706326944,0,16.560509148857687
37.779281,-122.419236,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,1,174,2,34,250000.0,2,0.5747952291995977,0.49566767414196317,1,13.122365377402328
40.753881,-73.978852,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.0,1,1,135,23,10,11070000.0,4,0.3997841165770484,0.4248722953399997,1,17.829187235185767
37.406914,-122.09037,3.7233,3.7233,2.5205,4.4767,1,1,4000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,0,125,2,24,2000000.0,1,0.0,0.06172151742129169,1,15.201805169084134
41.878984,-87.637,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1,48,9,30,1794053.8333333333,4,0.7001330252748021,0.17450232629464404,0,16.191747890710374
40.535316,-74.521435,1.4082,1.4082,0.0,0.0,1,1,5500000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,0,186,20,30,2750000.0,3,0.9090909090909091,0.0605317392522762,0,15.520258832020865
37.779281,-122.419236,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1,1,174,2,29,200000.0,2,0.5854115443156539,0.5036252990112928,1,12.899222326086994
37.863464,-122.3153453,0.7507,3.0137,2.5205,4.4767,3,3,54000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.6667,1,0,19,2,4,13500000.0,4,0.0,0.15953632682705313,1,17.804494623047066
39.78373,-100.445882,5.789,5.789,2.5205,4.4767,1,1,13000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1,1,184,32,30,6500000.0,1,0.0,0.057535876521117024,0,16.380459992348886
47.614422,-122.192337,0.0849,1.2712,2.5205,4.4767,5,3,12500000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,1,17,32,30,3125000.0,5,0.0,0.2883300275494937,0,16.341239282272525
37.314002,-121.932365,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3.0,1,1,176,2,27,7612914.0,6,0.9986518200429421,0.8669833733014254,1,17.454794512463224
38.030823,-78.48158000000002,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,0,45,31,34,1666666.6666666667,2,3.782386685998865,0.24353196349459202,0,15.424948670398354
39.78373,-100.445882,1.0356,1.0356,0.0,1.0356,2,1,1000000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,48,9,34,500000.0,2,1.8181818181818181,0.13499365122663895,0,13.815511557963774
34.01052,-118.495981,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,1,182,2,34,916666.6666666666,3,0.7408687921369125,0.6950099371175686,1,14.827111833279051
37.3821368,-121.970505,2.9178,4.7342,2.5205,4.4767,1,2,30000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,181,2,20,10000000.0,2,0.0,0.05489466052177839,1,17.216707972959764
37.433646,-121.886704,4.0137,4.0137,2.5205,4.4767,0,1,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,119,2,28,3500000.0,1,0.0,0.0,1,15.76142084987672
37.45604,-122.165399,0.411,0.411,0.0,2.5342,10,1,6100000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,1,117,2,26,3050000.0,1,1.8181818181818181,0.6015471976887076,1,15.623799493077952
32.721834,-117.161797,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4.0,1,0,173,2,8,525000.0,5,0.6144770800049159,0.7713347142637794,1,14.557448378884015
37.779281,-122.419236,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1,1,174,2,18,855000.0,3,2.005481649842904,0.6346196669887872,1,14.757469426450479
37.584103000000006,-122.366082,10.7589,10.7589,2.5205,4.4767,0,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,34,2,3,1000000.0,0,0.0,0.0,1,14.508658238524095
